,subject_code,subject_name,teacher_name,description,department,syllabus,year,semester,ltp,credit
226,CE69005,COMPUTER APPLICATION IN FREE SURFACE FLOW AND APPLIED HYDROLOGY,,,Civil Engineering,"Computer programs for solving free surface flow problems, hydrologic analysisand simulation problems. ",2021,Spring,0-0-3,2
227,CE69006,TRANSPORTATION ENGINEERING LAB II,,,Civil Engineering,"Soil stabilization, resilient modulus, and fatigue of bituminous mixtures,design of emulsified mixes, Benkelman Beam tests, Roughness survey of roads,Pavement evaluation using DCP, Falling Weight Deflectometer, Axle Load Survey,Traffic data collection and analysis.",2021,Spring,0-0-3,2
228,CE69007,TRANSPORTATION ENGINEERING LAB I,,,Civil Engineering,"Tests on bitumen, emulsion, cutback, soil and aggregates, aggregate blending,viscosity of binders, Bituminous mix design, visco-elastic properties ofbituminous mixtures, tests on modified binders, speed, headway and travel timestudies on highways, Parking surveys. ",2021,Spring,0-0-3,2
229,CE69008,ADVANCED ENVIRONMENTAL MONITORING LAB,,,Civil Engineering,"BOD test, Alum dose, Settling tests, Filtration, Langalier s index andFlocculation tests, Tests connected with industrial wastes such as cyanides,chromium etc. ",2021,Spring,0-0-3,2
230,CE69013,PLANNING AND DESIGN OF ENV. ENGG. FACILITIES,,,Civil Engineering,"Design of water supply systems: Selection of site for the source of watersupply, design of units for sedimentation, coagulation, flocculation, Granularmedia filtration, disinfection, water softening, advanced tertiary treatments,design of city water supply pumping and distribution system. ",2021,Spring,0-0-3,2
231,CE69015,SOIL MECHANICS LABORATORY,,,Civil Engineering,"Identification and Physical description; Specific gravity; Mechanical analysis;Proctor s Compaction test; Permeability - Constant head, Variable head; DirectShear test - Cohesionless soil, Cohesive soil; Unconfined Compression test;Triaxial test - Undrained, Drained; Triaxial test with pore pressuremeasurements; Vane Shear test.",2021,Spring,0-0-3,2
232,CE69019,STRUCTURAL LAB.-I,,,Civil Engineering,"Importance of experimental methods, similitude laws and design of experiments,some simple measuring instruments, brittle coatings Strain gages - principlesand applications, mechanical, optical and electrical strain gages,semiconductor strain gages, strain recording instruments. Photoelasticity - Twodimensional stress analysis, principles and applications. Moire techniques;Non-destructive testing; Use of Laser for stress measurement. Transducers -LVDT, piezoelectric sensors, accelerometers, load cells etc. ",2021,Spring,0-0-3,2
233,CE69021,CAD LAB,,,Civil Engineering,"Computer Aided Design Lab  (0-0-3)   2 CreditsExposure to commercial softwaretools for analysis, design and research â STAAD, ABAQUS, MATLAB",2021,Spring,0-0-3,2
234,CE69023,ENVIRONMENTAL LAB,,,Civil Engineering,"Complete physical, chemical and bacteriological analysis of water andwastewaters ",2021,Spring,0-0-3,2
235,CH20001,FLUID MECHANICS,,,Chemical Engineering,"Definition of Fluid, Lagrangian and Eulerian methods of description; VelocityField: Streamline and stream function, Vorticity, Stress Field; Rheology:Newtonian/non-Newtonian Fluids.Classification of Fluid Flow: Viscous/Inviscid, Laminar/Turbulent,Compressible/ Incompressible, Internal/External, Rotational/Irrotational.Fluid Statics: Pressure variation in static fluids, manometer, capillaryhydrostatics; Macroscopic mass and momentum balance using integral controlvolume method, Euler & Bernoulli equations.Internal Incompressible Viscous Flow: Fully developed laminar flow in pipes,Couette and annular flows; Hagen Poiseulle Equation; Turbulent flow: Eddyviscosity, Universal velocity profile; Skin and Form Friction, friction factorand friction factor versus Reynolds number relation, Calculation of Head Lossesin pipes and fittings, Converging and diverging nozzles, Solution of single andmulti-path  pipe flow systems.External Incompressible Viscous Flow:  Flow around immersed bodies, Drag andLift, Drag coefficient.Flow Devices and Instruments: Valves, Pumps, Compressors, Flow meters(Head/Area): Venturi, Orifice, Flow nozzle, Rotameter.Flow through Packed and Fluidized Beds; Compressible flow. Text Book:Backhurst and J. H. HarkerMiddleman Reference Book:Franzini & E. J. FinnemoreHarriott ",2021,Spring,3-1-0,4
236,CH21004,HEAT TRANSFER,,,Chemical Engineering,"Mechanisms of heat flow -  conduction, convection, and radiation.Conduction-Steady and unsteady state one, two and three dimensional conduction equationsin different geometries.Convection-Dimensional analysis, forced and naturalconvection.Radiation-Stefan Boltzman law, Kirchoff s Law, and theirapplications, black body, grey body, exchange of radiant heat between greybodies.Furnaces, flame temperature, optimum thickness of insulation.Heatexchangers- Classification and design, metallic and non-metallic heatexchangers.Evaporators-Types and design features.Design of natural and forcedcirculation reboilers- optimization of heat exchanger design; heat exchangerperformance evaluation.Process design and performance evaluation of DoublePipe, Shell and Tube, Plate, Spiral Heat Exchangers;  Process design datasheets.Heat pumps.Text Book:1.Process Heat Transfer  by D. Q. Kern2.HeatTransfer by J. P. Holman3.Unit Operations by G. G. Brown et al.4.UnitOperations of Chemical Engineering by W. L. McCabe, J. C. Smith and P.HarriottReference Book:1.A Text Book of Heat Transfer by S. P. Sukhatme2.HeatTransmission by  W. H. McAdams 3.Heat exchangers by H. Martin",2021,Spring,3-1-0,4
237,CH21008,CHEMICAL ENGINEERING THERMODYNAMICS,,,Chemical Engineering,"Prerequisite Œ noneEstimation of properties: Real fluids and their mixtures, computer aidedalgorithms for property estimation and their applications to chemicalengineering processes.Heat effects of industrial reactions: Theory and applications.Multiphase processes and multi component equilibria; Chemical reactionequilibria; Thermodynamic analysis of real processes. Text Book:",2021,Spring,3-1-0,4
238,CH21103,CHEMICAL PROCESS CALCULATIONS,,,Chemical Engineering,"Numerical techniques for solving material & energy balance equations.Material balance with and without chemical reactions, Recycle, bypass, purgecalculations, computer based calculations.Vapor-liquid equilibrium: Bubble point, dew point calculations, phase envelopcalculations.specifications.Energy balances with and without chemical reactions; psychometric calculations;fuel calculations, adiabatic flame temperature; computer-based calculations forenergy balance. Text Book: Ragatzblau.",2021,Spring,3-1-0,4
239,CH29006,FLUID FLOW LABORATORY AND DESIGN,,,Chemical Engineering,"Prerequisite- CH20001Laboratory experiments: Bernoulli s experiment, Flowthrough square and circular pipes, Flow through horizontal nozzles, Flowthrough pipe fittings, Flow through packed beds, V-notch, Pitot tube, Venturiand Orifice meters, Rotameter, Pipe flow viscometer, Pumpcharacteristics.Design- Studies on valves, pipe fittings and piping networkdesign.",2021,Spring,0-0-3,2
240,CH29008,FUEL LABORATORY,,,Chemical Engineering,"Solid fuels: Proximate Analysis, Washability Characteristics, Caking Index,Swelling Index, Calorific Value by Bomb Calorimeter.Liquid fuels: ASTM distillation, Reid vapour pressure (RVP), Gum content(existent), Smoke point, Aniline point, Flash point, Moisture content by Dean &Stark method, Kinematic viscosity by Redwood viscometer, Pour point,Conradson/Ramsbottom Carbon residue.Gaseous fuels: Orsat analysis, Calorific Value by Junkers calorimeter.",2021,Spring,0-0-3,2
241,CH30012,TRANSPORT PHENOMENA,,,Chemical Engineering,"Prerequisite - noneTransport by molecular motion: Newtons Law of viscosity,Fourier s law of heat conduction, Ficks law of diffusion. Transport in laminarflow or in solids in one dimension: development of continuity (conservation)equations, velocity, temperature and concentration profiles, momentum, energyand mass fluxes.Equations of change for isothermal, non-isothermal andmulticomponent systems.  Navier-Stokes equation, equation of energy, equationsof motion for free and forced convection (heat/mass).Unsteady state viscousflow, heat conduction and mass diffusion.Momentum, energy and mass transport inboundary layer with relevant analogies.Transport in turbulent flow-time-smoothened equations of change.Interphase momentum, heat and mass transfer.TextBook:1.Transport Phenomena by Bird, Stewart and Lightfoot2.Introduction to Heatand Mass Transfer by Incropera and Dewitt3.Fluid Mechanics by Fox andMcDonald4.Diffusion : Mass Transfer in Fluid Systems by E. L. Cussler",2021,Spring,3-1-0,4
242,CH30014,CHEMICAL PROCESS TECHNOLOGY,,,Chemical Engineering,"Scope of CPT in process industries, introduction of CPT with reference toIndian resources, industries, trade and export potentials, small scaleindustries and rural development etc.; preparation of process flow diagrams andprocess and instrumentation diagrams and major process symbols. Introduction tothe following industries including the special features of design and operation: Fuel and industrial gases including natural gas; petrochemical and downstreamindustries  (in brief); polymer industries; fertilizer industries; caustic-chlorine industries, coal based chemical industries, petroleum refiningprocesses  (in brief) and allied industries including additives etc.; nitrogenand nitrogen derivatives industry; sulphur and sulphur derivatives industry,phosphorus and its derivatives industry; soap and detergent industry, pulp andpaper industry, alcohols and allied chemicals industry; other important basicand specialty chemicals industry; process software ",2021,Spring,3-0-0,3
243,CH30016,COMPUTER AIDED PROCESS ENGINEERING,,,Chemical Engineering,"Prerequisite-Mathematics III and  IV, and CH30005Review of numerical methods -convergence techniques, solution of linear and non-linear algebraic equations,solution of coupled ordinary differential equations.  Importance of VLE/ LLEcalculations for process simulation.  Process modeling and simulation,Information Flow diagram, modelling of different process equipment - heatexchangers, furnaces, flash drum, distillation, absorption, other staged /differential contacting processes, reactors etc.  Process flowsheeting andsimulators - Simulator components and structures,  Salient features ofsimulators like ASPEN  etc.  Industrial Automation-Real time systems andProcess optimization, Concepts of process economics.Process Integration-PinchTechnology, Heat exchangers network design, MER design, Energy trade off forreducing number of units, Stream splitting, optimization of mass exchangersnetwork and water system.Use of AI (Fuzzy logic, ANN, GA etc.) techniques inprocess diagnosis, control and optimsation.Text Book:1.User Guide on Processintegration for the efficient use of energy  by B. Linnhoff et al.2.Fuzzy logicwith engineering applications by T. Ross3.Modeling and simulation in chemicalengineering, Roger G. E. Franks4.Chemical process design and integration byRobin SmithReference Book:1.Computational methods for processes  simulation byW F Ramirez2.Neurofuzzy with soft computing by J S R Jang, C. T. Sun, and E.Mizutani3.Chemical process modeling and computer simulation by A. K.Jana4.Neural network, fuzzy logic and genetic algorithms by S. Rajasekaran andG. A. V. Pai",2021,Spring,3-0-0,3
244,CH31001,MASS TRANSFER I,,,Chemical Engineering,"Fundamentals of mass transfer: Diffusional mass transfer, mass transfercoefficients, steady state and unsteady state theories of mass transfer,interphase mass transfer, Whitman  s two film theory and its variations,multiphase contacting equipments, concept of transfer unit, unified approach tostaged processes.Distillation: Vapour-liquid Equilibria â x-y, t-x-y, P-x-y andH-x-y diagrams; Henry s, Raoult s and Dalton s Laws; Ideal and Non-idealsolutions â Azeotropes; Relative Volatility; Flash Vaporization; DifferentialDistillation;  Steam Distillation; Continuous Rectification â StagedCalculation using Ponchon-Savarit and McCabe-Thiele Methods; Complex/Multi-drawConfiguration;  Packed Distillation Column; Multicomponent Distillation;Azeotropic and Extractive Distillations; Performance Evaluation of DistillationColumns including Reboilers and Condensers.Absorption: solubility, choice ofsolvent, concept of rate approach and stagewise approach, stage-wise andcontinuous contact absorbers; rich and lean gases; absorption with chemicalreaction.  Counter-current and co current multistage operations, dilute andconcentrated systems, process design and performance evaluation ofabsorbers.Crystallisation: Theory of solubility   Crystallization, phasediagram (temp/solubility relationship), crystal geometry; crystal nucleationand growth; equilibria and yields; population balance analysis, method ofmoments for rate expressions for, volume, area and length growth, CSDdistribution, MSMPR operation, programmed evaporative and cooling (rateexpressions), most dominant size, ideal classified bed, melt Crystallization,process design of crystallisers and their operation, selection andspecification of crystallisers like OSLO, Swenson Walker, agitated type, etc.performance evaluation of crystallisers.  Text Book:1.Mass Transfer Operationsby R. E. Treybal2.Unit Operations of Chemical Engineering by W. L. McCabe, J.C. Smith and P. Harriott3.Diffusion Mass Transfer by E. I. Cussler4.DiffusionalMass Transfer by A. H. P. SkellandReference Book:1.Chemical Engineering, Volume2 by J. M. Coulson, J.F. Richardson, J. R. Backhurst and J. H.Harker2.Convective Heat and Mass Transfer  by W.  M. Kays,  M. E. Crawford andB. Weigand3.Transport Processes and Unit Operations by C.  J.  Geankoplis.",2021,Spring,3-1-0,4
245,CH31007,MECHANICAL OPERATIONS,,,Chemical Engineering,"Prerequisite -nonePrinciples of crushing and grinding, Laws of crushing andgrinding. Determinations of mean particle size, Size distribution equations.Characteristics of industrial crushers and mills. Industrial screening,effectiveness of screens, cyclones. Fluid-particle mechanics, free and hinderedsettling. Industrial classifiers, clarifiers and thickeners, gravityseparation, tabling and jigging. Floatation and its kinetics, magnetic andelectrostatic separation and precipitation.  Mixing of liquids and solids,power requirement in mixing. Principles of filtration, filtration equipments.Introduction to storage and conveying, elevating equipments, hydraulic andpneumatic transport. Text Book:1.Unit Operations of Chemical Engineering by W.L. McCabe, J. C. Smith and P. Harriott2.Chemical Engineering -Volume 2  by J.M. Coulson, J. F. Richardson, J. R. Backhurst and J. H. Harker3.Principles ofMineral dressing by A. M. GaudinReference Book:1.Chemical Engineers Hand Bookby  R. H. Perry and C. H. Chilton2.Handbook of Mineral Dressing : Ores andIndustrial Minerals by A. F. Taggart.",2021,Spring,3-1-0,4
246,CH31009,REACTION ENGINEERING,,,Chemical Engineering,"Rate laws and stoichiometry. Isothermal reactor design- Batch, plug flow andmixed flow. Heterogeneous reactions and effects of mass and heat transfer.Chemical reactor analysis: Non-ideal reactors, non-isothermal reactors anddesign. Catalyst preparation and characterization. Deactivation ofcatalyst.Multiphase reactions: Gas-liquid, liquid-liquid, gas-solid, solid-liquid-gas.Text Book:1.Chemical Reaction Engineering by OctaveLevenspiel2.Chemical Engineering Kinetics by J. M. SmithReference Book:1.Elements of Chemical Reaction Engineering by H. S. Fogler",2021,Spring,3-1-0,4
247,CH31010,MASS TRANSFER II,,,Chemical Engineering,".   CH30010  Mass Transfer II (3-1-0) Prerequisite âCH30005Humidification/Dehumidification: Definitions, Psychometric chart,Adiabatic saturation and wet-bulb temperatures, Adiabatic and non-adiabaticoperations, Dehumidification, Mass and heat balances in bulk and at interfaces,Spray chamber, Cooling towers - counter-current, co-current and cross-current,Performance evaluation of cooling towers, Principles of airconditioning.Drying: Theory and mechanism of drying, Batch and continuousdrying; Drying rate curves, Estimation of drying times, Cross-circulation andthrough-circulation drying, Transfer unit concept in drier, Design calculationswith special reference to rotary and spray driers, Special driers â Fluidized-bed, Flash, Dielectric, Freeze, Infrared.Liquid-Liquid Extraction: Ternaryliquid equilibria, Solvent selection, Cross-current and counter-currentmultistage extraction, Staged calculations, Mixer-settlers; Extraction withreflux, Extraction equipment, Performance evaluation of extractors.Leaching:Solid-liquid equilibria, Single and multistage, Cross-current and counter-current leaching, Steady state and unsteady state operations, Operation andperformance evaluation of leaching equipments.Adsorption and Ion Exchange:Adsorption equilibria - Various isotherms, Breakthrough curves, Basicequations, Ion exchange equilibria, Contact filtration, Design of adsorbers andion exchangers, Chromatography.Membrane Separations: Reverse osmosis, Dialysis,Microfiltration, Ultrafiltration; Pervaporation, Separation of gases andliquids.Text Book:1.Mass Transfer Operations by R. E. Treybal2.Unit Operationsof Chemical Engineering by W. L. McCabe, J. C. Smith and P. Harriott3.DiffusionMass Transfer by E. I. Cussler4.Diffusional Mass Transfer by A. H. P.SkellandReference Book:1.Chemical Engineering, Volume 2 by J. M. Coulson, J.F.Richardson, J. R. Backhurst and J. H. Harker2.Convective Heat and Mass Transferby W.  M. Kays,  M. E. Crawford and B. Weigand3.Transport Processes and UnitOperations by C.  J.  Geankoplis.    ",2021,Spring,3-1-0,4
248,CH31011,INSTRUMENTATION AND PROCESS CONTROL,,,Chemical Engineering,"Instrumentation : Static and dynamic characteristic of instruments.Measurement of temperature, pressure, vacuum, fluid flow rate and level.Process Control : Modeling considerations for control purposes.  State Spaceand Transfer function models.  Dynamic behavior of first and higher ordersystems.  Concept and dynamic behavior of feedback control.  Frequency responseanalysis.  Stability analysis of feedback systems.  Design of feedbackcontrollers.  Feed forward, Ratio, Adaptive and inferential control. Controlsystems with multiple loops.Text/Reference Books:1.Process dynamics and controlby D. E. Seborg, T. F. Edgar and D. A. Mellichamp.2.Process systems analysisand control by D. R. Coughanowr and L. B. Koppel.3.Principles of industrialinstrumentation by D. Patranabis.4.Chemical process control: An introduction totheory and practice by G. Stephanopoulos.",2021,Spring,3-1-0,4
249,CH39006,MASS TRANSFER LABORATORY,,,Chemical Engineering,"Prerequisite - CH30005 and CH30010Experiments: Determination of Diffusion Co-efficient of Air-Acetone By Stefans method, T-X-Y equilibrium diagram forbinary mixture, Batch Distillation, Sieve Plate Distillation, Packed BedDistillation Column, Flooding and Loading in Packed Tower, Water Cooling Tower,Liquid-Liquid Extraction, Rotating Disk Contactor, Liquid-Liquid Extraction inSieve Plate Column, Drying Characteristics of Wet Solids in Flowing Air, RotaryDrier (Hold-Up), Rotary Drier (Drying Characteristics of Wet Solids), Gas-SolidAdsorption.",2021,Spring,0-0-3,2
250,CH39015,MECHANICAL OPERATIONS AND HEAT TRANSFER LABORATORY,,,Chemical Engineering,"Mechanical Operations experiments: Ball mill performance, roll crusherperformance, performance of different types of classifiers, jaw crusherperformance, determination of permeability, sampling, solid feedersperformance, grindability tests.Heat Transfer experiments: Thermal conductivityof metal rod, overall heat transfer co-efficient in a vertical condenser,natural convection, critical heat flux, overall heat transfer co-efficient inhorizontal condenser, heat transfer co-efficient in double pipe heat exchanger,composite wall.",2021,Spring,0-0-3,2
251,CH39020,INSTRUMENTATION AND PROCESS CONTROL LABORATORY,,,Chemical Engineering,"Calibration experiments on thermocouple, resistance thermometer, thermistor.Study and calibration of flapper nozzle assembly, pneumatic and electronic DPtransmitter, I/P and P/I converters. Studies on control valve characteristics.Experiments on Dynamic behavior for interacting and non-interacting tank levelsystem, filled in system thermometers. Control performance studies on pressureprocess, tank level system, heat exchanger. Interaction analysis andmultivariable control studies on quadruple tank level system and computercontrolled distillation column.",2021,Spring,0-0-3,2
252,CH39022,PROCESS EQUIPMENT DESIGN-II,,,Chemical Engineering,"Process and mechanical design of Mass Transfer Equipments: Binary distillation:process and equipment design of bubble-cap tray column.Gas Liquid Absorber(absorption without chemical reaction): process and equipment design of packedcolumn.Cooling tower design, Crystalliser design, Design of driers.TextBook:Books suggested for Mass Transfer I ",2021,Spring,0-0-3,2
253,CH39023,PROCESS EQUIPMENT DESIGN-I,,,Chemical Engineering,"Prerequisite -CH20002Process and mechanical design of Heat Transfer Equipments:Heat Exchangers  -with and without phase change (shell and tube / double pipe /other types), Reboilers, Evaporators.Text Book:Books suggested for HeatTransfer (CH20002)Reference Book:1.Chemical Engineers Handbook by R. H. Perryand C. H. Chilton2.Process Equipment Design by L. E. Brownell andYoung3.Introduction to Chemical Equipment Design: Mechanical aspects by B. C.Bhattacharya4.Process Equipment Design by M. V. Joshi",2021,Spring,1-0-3,3
254,CH40001,BIOCHEMICAL ENGINEERING,,,Chemical Engineering,"Prerequisites:CH30009Syllabus: Basics of Biology; Overview of Biotechnology;Diversity in Microbial Cells, Cell Constituents, Chemicals for Life; Kineticsof Enzyme Catalysis; Immobilized Enzymes: effects of intra and inter-phase masstransfer on enzyme kinetics; Major Metabolic Pathways: Bioenergetics, GlucoseMetabolism, Biosynthesis; Microbial Growth: Continuum and Stochastic Models;Design, Analysis and Stability of Bioreactors; Kinetics of Receptor-LigandBinding; Molecular Genetics and Regulation of Gene Expression; Introduction toBio-product Recovery; Manufacture of Biological Products.",2021,Spring,3-0-0,3
255,CH48013,INDUSTRIAL TRAINING,,,Chemical Engineering,Not Available,2021,Spring,0-0-0,2
256,CH48014,COMPREHENSIVE VIVA-VOCE,,,Chemical Engineering,Not Available,2021,Spring,0-0-0,2
257,CH49015,REACTION ENGINEERING LABORATORY,,,Chemical Engineering,"Prerequisite â CH30009Study of  liquid phase homogenous reaction in  Batch/Plug flow/Three Staged Mixed reactors, Development of rate equations forcatalytic gas solid reaction, Evaluation of mass transfer coefficient in anagitated contactor, Catalytic reaction studies in Berty Reactor, RTD studiesfor water flowing in a tubular reactor with packing/without packing.",2021,Spring,0-0-3,2
258,CH49019,COMPUTER AIDED PROCESS ENGINEERING LAB.,,,Chemical Engineering,"Prerequisite-CH30016Computational aspect in solving different processes, i.e.,VLE, Pressure drop in piping network, dynamic simulation of heat transferequipment, distillation and absorption column, reactors etc.; Numericaltechniques required for solving the above processes: Solution of set of non-linear algebraic equations (iterative methods with convergence accelerator),set of ODEs (RKF method), PDEs (Implicit and Explicit methods) by writing owncode in higher level languages (C/C  / Fortran etc.) and using MATLAB;Commercial packages like ASPEN  (Equipment design and simulation, flow sheetsimulation etc.), FLUENT (Fluid flow and heat transfer simulation etc.).",2021,Spring,0-0-3,2
259,CH57003,M.TECH. PROJECT I,,,Chemical Engineering,Not Available,2021,Spring,0-0-0,12
260,CH57004,M.TECH. PROJECT II,,,Chemical Engineering,Not Available,2021,Spring,0-0-0,13
261,CH58001,COMPREHENSIVE VIVA VOCE,,,Chemical Engineering,Not Available,2021,Spring,0-0-0,2
262,CH58002,COMPREHENSIVE VIVA VOCE,,,Chemical Engineering,Not Available,2021,Spring,0-0-0,2
263,CH61011,ADVANCED FLUID DYNAMICS,,,Chemical Engineering,"Prerequisite-CH20001 or equivalentMomentum theorem, equations of change, idealflow, Eulers equations of motion.  Velocity potential, rotational andirrotational flow; Navier-Stokes equation, Poiseuille flow, creep flow andCouette flow.  Boundary layer theory: integral momentum analysis.  Turbulentboundary layer: turbulence and mixing.  Universal velocity profile.  Stabilityanalysis of laminar flow, Orr-Sommerfield solution, transition to turbulence,detailed modeling of turbulent flow.  Laminar and turbulent flow of non -Newtonian fluid.  Rheological characteristics, consistency measurement,viscometric flow, pipe and annular flow, pipeline design equations.Thephenomena of fluidization and its industrial application.  Characteristics ofparticles.  Principle of fluidization and mapping of various regimes.  Twophase theory of fluidization.  Bubbles in fluidized bed.  Entrainment andElutriation.  Fast fluidized bed.  Mixing, segregation and gas dispersion.Heat and mass transfer in fluidized bed.  Solid-liquid fluidized bed and threephase fluidized bed.  Design of fluidized bed reactors.Text Book:1.FluidDynamics by P. K. Kundu and I. M. Cohen2.Advanced Engineering Fluid Mechanicsby K. Muralidhar and G. Biswas3.Analysis of Transport Phenomena by William M.Denn4.Transport Phenomena by R. B.  Bird, W. E. Stewart and E. N.Lightfoot5.Fluidization Engineering by B. Kunni and O LevenspielReference Book:1.Vector Tensor and Basic equations of Fluid Mechanics by R. Aris2.AnIntroduction to Fluid Dynamics by G. K. Batchelor3.Viscous Fluid Flow by FrankM. White4.Hydrodynamics by S. H. Lamb5.Fundamental Mechanics of Fluids by I. G.Currie6.Ideal and Incompressible Fluid Dynamics by M. E. O Nell, F.Chorlton.7.Boundary Layer Theory by H. Schlichting8.Fluid Mechanics by L DLandau, Lifschitz9.Hydrodynamic Stability by P. G. Drazin andReid10.Computational Fluid flow and heat Transfer by K. Muralidhar and T.Sundarrajan",2021,Spring,3-1-0,4
264,CH61012,ADVANCED MASS TRANSFER,,,Chemical Engineering,"Prerequisite - CH30005 and CH30010 or equivalentMulticomponent distillation;Determination of key components at minimum reflux ration by the method ofShiras et.  al.; Minimum reflux ratio by Underwoods method; Fenske equation fortotal reflux and computation of product distribution; Flash vaporization offeed to the distillation column; Rigorous methods of Lewis-Matheson, Thiele-Geddes, bubble point, sum rates method, Naphthali-Sandholm method.",2021,Spring,3-1-0,4
265,CH61014,ADVANCED HEAT TRANSFER,,,Chemical Engineering,"Prerequisite - CH20002 or equivalentGeneral equation of change of energy.Steady and unsteady state conduction in one, two and three dimensional cases.Finite difference method for steady and unsteady conduction.  Forced conventionheat transfer.  Analytical and semi- analytical solutions.  Equations forvelocity and temperature in vertical and horizontal planes for cylinders andspheres.  Radiation heat transfer concepts.  Angle factor calculations.Network method of analysis for radiation exchange.  Radiation calculationthrough gases and vapors.  Design of compact heat exchangers.  Boiling heattransfer, liquid metal heat transfer.  Selected advanced topics on heattransfer.Text Book:1.Boundary Value Problems of Heat Conduction by M. N.Ozisik2.Heat Transfer by P. S. Ghoshdastidar3.Fundamentals of Heat and MassTransfer by F. P. Incropera and D. P. Dewitt4.Computational Fluid flow and heatTransfer by K. Muralidhar and T. Sundarrajan5.Radiative Heat Transfer byHowelReference Book:1.Transport Phenomena by W. M. Denn2.Transport Phenomena byR. B. Bird, W. E. Stewart and E. N. Lightfoot3.Boundary layer Theory by H.Schlichting",2021,Spring,3-1-0,4
266,CH61015,ADVANCED MATHEMATICAL TECHNIQUES IN CHEMICAL ENGINEERING,,,Chemical Engineering,"Prerequisite-Mathematics III  and Mathematics IV or equivalentModels inchemical engineering; vector and tensor spaces; metric, norm and innerproducts; orthonormalization; matrices, operators and transformations; eigenvalues and eigen vectors; Fredholm alternative, Rayleigh quotient and itsapplication to chemical engineering systems; self adjoint and non-self adjointsystems; partial differential equations and their applications in chemicalengineering; Strum-Louiville theory; separation of variables and Fouriertransformations; application of Greens function for solution of ODE and PDEs inchemical engineering; numerical techniques for solution of ODE and PDEs; linearstability and limit cycles; bifurcation theory; secondary bifurcation andchaos. Text Book:1.Mathematical methods in chemical engineering by S.PushpavanamReference Book :1.Mathematical methods in chemical engineering by A.Verma and M. Morbidelli2.Applied mathematics and modeling for chemicalengineers by R. G. Rice and D. D. Do",2021,Spring,3-1-0,4
267,CH61016,PROCESS DYNAMICS AND CONTROL,,,Chemical Engineering,"Prerequisite - CH30011 or its equivalentReview of  dynamic behavior of linearsystems and their control system design.  Linear processes with difficultdynamics.  Nonlinear process dynamics; phase-plane analysis; multiple steady-state and bifurcation behavior; Process Identification; Controller design viafrequency response analysis; Direct synthesis and Internal model controldesign; Cascade, feed forward and ratio control; Introduction to multivariablesystems.  Interaction analysis and multiple single loop controller design.Design of multivariable controllers; Controller design for nonlinear systems;Introduction to sampled-data systems; Tools of discrete-time systems analysis;Dynamic analysis of discrete-time systems; Design of digital controllers;Introduction to model predictive control; Convolution models; Model predictivecontrol of MIMO systemsText/Reference Books:1.Process dynamics, modeling andcontrol by B. A. Ogunnaike and W. H. Ray.2.Process control: theory andapplications by J.-P. Corriou.3.Process dynamics: modeling, analysis, andsimulation by B. W. Bequette.4.Process dynamics and control by D. E. Seborg, T.F. Edgar and D. A. Mellichamp.",2021,Spring,3-1-0,4
268,CS10003,PROGAMMING AND DATA STRUCTURES,,,Computer Science and Engineering," Topics Introduction - Basic operation of digital computers, basic concepts ofinteger and floating point number representations. Elements of C programminglanguage - data types, constants, and variables , expressions and assignmentstatements, input and output statements, conditional and branch statements,iteration statements, 1-d and 2-d arrays, functions and parameter passing;recursion, strings, structures,introduction to pointers and dynamicallocation,file read and write. Searching and sorting- Linear and binarysearch, selection sort, bubble sort, insertion sort, merge sort, quick sort.Data structures: Linked lists, stacks, queues. ",2021,Spring,3-0-0,3
269,CS19003,PROGAMMING AND DATA STRUCTURES LABORATORY,,,Computer Science and Engineering,"Topics of Lab Assignments 1. Familiarization with C Programming Environment 2.Data types, constants, and variables, assignment statements and input-output 3.Conditional and branch statements 4. Loops and iteration statements 5. 1-d and2-d static arrays 6. Functions and recursion 7. Structures 8. Pointers anddynamic memory allocation 9. Linked lists 10. Stacks and queues ",2021,Spring,0-0-3,2
270,CS20006,SOFTWARE ENGINEERING,,,Computer Science and Engineering,"Introduction, software life-cycle models, software requirements specification,formal requirements specification and verification â axiomatic and algebraicspecifications, function-oriented software design, object-oriented design, UML,design patterns, user interface design, coding and unit testing, integrationand systems testing, debugging techniques, software quality â SEI CMM and ISO-9001. software reliability and fault-tolerance, software project planning,monitoring, and control, software maintenance, computer-aided softwareengineering (CASE), software reuse, component-based software development,extreme programming.",2021,Spring,3-0-0,3
